#Trajectory Data
time                bank                altitude            radius              longitude           latitude            velocity            fpa                 heading             range               
s                   deg                 km                  m                   rad                 rad                 m/s                 rad                 rad                 km                  
223.7237            15.0000             12.4954             3409495.4186        0.2904              -0.7175             548.1102            -0.0611             0.3911              748.8791           
224.0240            15.0000             12.4853             3409485.2908        0.2904              -0.7174             546.6681            -0.0622             0.3909              749.0426           
224.3243            15.0000             12.4750             3409475.0031        0.2905              -0.7174             545.2332            -0.0634             0.3908              749.2056           
224.6246            15.0000             12.4646             3409464.5555        0.2906              -0.7174             543.8053            -0.0645             0.3906              749.3682           
224.9249            15.0000             12.4539             3409453.9478        0.2906              -0.7174             542.3845            -0.0657             0.3904              749.5304           
225.2252            15.0000             12.4432             3409443.1797        0.2907              -0.7174             540.9706            -0.0668             0.3902              749.6921           
225.5255            15.0000             12.4323             3409432.2511        0.2907              -0.7174             539.5636            -0.0680             0.3900              749.8534           
225.8258            15.0000             12.4212             3409421.1619        0.2908              -0.7173             538.1635            -0.0692             0.3898              750.0142           
226.1261            15.0000             12.4099             3409409.9118        0.2909              -0.7173             536.7702            -0.0703             0.3897              750.1746           
226.4264            15.0000             12.3985             3409398.5008        0.2909              -0.7173             535.3836            -0.0715             0.3895              750.3346           
226.7267            15.0000             12.3869             3409386.9287        0.2910              -0.7173             534.0036            -0.0727             0.3893              750.4942           
227.0270            15.0000             12.3752             3409375.1953        0.2910              -0.7173             532.6304            -0.0739             0.3891              750.6533           
227.3273            15.0000             12.3633             3409363.3005        0.2911              -0.7173             531.2637            -0.0751             0.3889              750.8121           
227.6276            15.0000             12.3512             3409351.2443        0.2911              -0.7172             529.9035            -0.0763             0.3887              750.9704           
227.9279            15.0000             12.3390             3409339.0264        0.2912              -0.7172             528.5497            -0.0776             0.3886              751.1283           
228.2282            15.0000             12.3266             3409326.6467        0.2913              -0.7172             527.2025            -0.0788             0.3884              751.2857           
228.5285            15.0000             12.3141             3409314.1052        0.2913              -0.7172             525.8615            -0.0800             0.3882              751.4428           
228.8288            15.0000             12.3014             3409301.4018        0.2914              -0.7172             524.5269            -0.0813             0.3880              751.5994           
229.1291            15.0000             12.2885             3409288.5362        0.2914              -0.7171             523.1986            -0.0825             0.3878              751.7556           
229.4294            15.0000             12.2755             3409275.5085        0.2915              -0.7171             521.8765            -0.0837             0.3876              751.9114           
229.7297            15.0000             12.2623             3409262.3186        0.2915              -0.7171             520.5605            -0.0850             0.3875              752.0668           
230.0300            15.0000             12.2490             3409248.9663        0.2916              -0.7171             519.2507            -0.0863             0.3873              752.2218           
230.3303            15.0000             12.2355             3409235.4516        0.2917              -0.7171             517.9469            -0.0875             0.3871              752.3764           
230.6306            15.0000             12.2218             3409221.7744        0.2917              -0.7171             516.6492            -0.0888             0.3869              752.5306           
230.9309            15.0000             12.2079             3409207.9347        0.2918              -0.7170             515.3574            -0.0901             0.3867              752.6844           
231.2312            15.0000             12.1939             3409193.9323        0.2918              -0.7170             514.0716            -0.0914             0.3865              752.8378           
231.5315            15.0000             12.1798             3409179.7673        0.2919              -0.7170             512.7917            -0.0926             0.3864              752.9908           
231.8318            15.0000             12.1654             3409165.4395        0.2919              -0.7170             511.5176            -0.0939             0.3862              753.1433           
232.1321            15.0000             12.1509             3409150.9490        0.2920              -0.7170             510.2493            -0.0952             0.3860              753.2955           
232.4324            15.0000             12.1363             3409136.2956        0.2920              -0.7170             508.9868            -0.0966             0.3858              753.4473           
232.7327            15.0000             12.1215             3409121.4794        0.2921              -0.7169             507.7300            -0.0979             0.3856              753.5987           
233.0330            15.0000             12.1065             3409106.5002        0.2922              -0.7169             506.4788            -0.0992             0.3855              753.7497           
233.3333            15.0000             12.0914             3409091.3581        0.2922              -0.7169             505.2333            -0.1005             0.3853              753.9003           
233.6336            15.0000             12.0761             3409076.0531        0.2923              -0.7169             503.9933            -0.1018             0.3851              754.0506           
233.9339            15.0000             12.0606             3409060.5851        0.2923              -0.7169             502.7589            -0.1032             0.3849              754.2004           
234.2342            15.0000             12.0450             3409044.9541        0.2924              -0.7169             501.5300            -0.1045             0.3847              754.3499           
234.5345            15.0000             12.0292             3409029.1601        0.2924              -0.7168             500.3065            -0.1059             0.3845              754.4989           
234.8348            15.0000             12.0132             3409013.2032        0.2925              -0.7168             499.0884            -0.1072             0.3844              754.6476           
235.1351            15.0000             11.9971             3408997.0832        0.2925              -0.7168             497.8758            -0.1086             0.3842              754.7959           
235.4354            15.0000             11.9808             3408980.8002        0.2926              -0.7168             496.6684            -0.1099             0.3840              754.9438           
235.7357            15.0000             11.9644             3408964.3542        0.2926              -0.7168             495.4663            -0.1113             0.3838              755.0914           
236.0360            15.0000             11.9477             3408947.7452        0.2927              -0.7168             494.2695            -0.1127             0.3836              755.2385           
236.3363            15.0000             11.9310             3408930.9733        0.2927              -0.7167             493.0779            -0.1141             0.3835              755.3853           
236.6366            15.0000             11.9140             3408914.0384        0.2928              -0.7167             491.8915            -0.1155             0.3833              755.5317           
236.9369            15.0000             11.8969             3408896.9407        0.2928              -0.7167             490.7102            -0.1168             0.3831              755.6778           
237.2372            15.0000             11.8797             3408879.6800        0.2929              -0.7167             489.5340            -0.1182             0.3829              755.8234           
237.5375            15.0000             11.8623             3408862.2565        0.2930              -0.7167             488.3628            -0.1196             0.3827              755.9687           
237.8378            15.0000             11.8447             3408844.6702        0.2930              -0.7167             487.1967            -0.1211             0.3825              756.1136           
238.1381            15.0000             11.8269             3408826.9212        0.2931              -0.7166             486.0356            -0.1225             0.3824              756.2582           
238.4384            15.0000             11.8090             3408809.0094        0.2931              -0.7166             484.8794            -0.1239             0.3822              756.4023           
238.7387            15.0000             11.7909             3408790.9350        0.2932              -0.7166             483.7281            -0.1253             0.3820              756.5461           
239.0390            15.0000             11.7727             3408772.6980        0.2932              -0.7166             482.5817            -0.1267             0.3818              756.6896           
239.3393            15.0000             11.7543             3408754.2984        0.2933              -0.7166             481.4402            -0.1282             0.3816              756.8327           
239.6396            15.0000             11.7357             3408735.7364        0.2933              -0.7166             480.3034            -0.1296             0.3815              756.9754           
239.9399            15.0000             11.7170             3408717.0120        0.2934              -0.7166             479.1714            -0.1311             0.3813              757.1177           
240.2402            15.0000             11.6981             3408698.1253        0.2934              -0.7165             478.0442            -0.1325             0.3811              757.2597           
240.5405            15.0000             11.6791             3408679.0763        0.2935              -0.7165             476.9216            -0.1340             0.3809              757.4013           
240.8408            15.0000             11.6599             3408659.8652        0.2935              -0.7165             475.8038            -0.1354             0.3807              757.5426           
241.1411            15.0000             11.6405             3408640.4920        0.2936              -0.7165             474.6905            -0.1369             0.3805              757.6835           
241.4414            15.0000             11.6210             3408620.9568        0.2936              -0.7165             473.5818            -0.1384             0.3804              757.8241           
241.7417            15.0000             11.6013             3408601.2598        0.2937              -0.7165             472.4778            -0.1398             0.3802              757.9643           
242.0420            15.0000             11.5814             3408581.4009        0.2937              -0.7164             471.3782            -0.1413             0.3800              758.1041           
242.3423            15.0000             11.5614             3408561.3804        0.2938              -0.7164             470.2831            -0.1428             0.3798              758.2436           
242.6426            15.0000             11.5412             3408541.1984        0.2938              -0.7164             469.1925            -0.1443             0.3796              758.3828           
242.9429            15.0000             11.5209             3408520.8548        0.2939              -0.7164             468.1064            -0.1458             0.3794              758.5215           
243.2432            15.0000             11.5003             3408500.3500        0.2939              -0.7164             467.0246            -0.1473             0.3793              758.6600           
243.5435            15.0000             11.4797             3408479.6839        0.2940              -0.7164             465.9473            -0.1488             0.3791              758.7981           
243.8438            15.0000             11.4589             3408458.8568        0.2940              -0.7164             464.8742            -0.1503             0.3789              758.9358           
244.1441            15.0000             11.4379             3408437.8686        0.2941              -0.7163             463.8055            -0.1518             0.3787              759.0732           
244.4444            15.0000             11.4167             3408416.7197        0.2941              -0.7163             462.7410            -0.1534             0.3785              759.2102           
244.7447            15.0000             11.3954             3408395.4101        0.2942              -0.7163             461.6808            -0.1549             0.3783              759.3469           
245.0450            15.0000             11.3739             3408373.9399        0.2942              -0.7163             460.6248            -0.1564             0.3782              759.4833           
245.3453            15.0000             11.3523             3408352.3093        0.2943              -0.7163             459.5730            -0.1580             0.3780              759.6193           
245.6456            15.0000             11.3305             3408330.5185        0.2943              -0.7163             458.5254            -0.1595             0.3778              759.7550           
245.9459            15.0000             11.3086             3408308.5676        0.2944              -0.7163             457.4818            -0.1611             0.3776              759.8903           
246.2462            15.0000             11.2865             3408286.4567        0.2944              -0.7162             456.4424            -0.1626             0.3774              760.0253           
246.5465            15.0000             11.2642             3408264.1861        0.2945              -0.7162             455.4071            -0.1642             0.3772              760.1599           
246.8468            15.0000             11.2418             3408241.7559        0.2945              -0.7162             454.3757            -0.1657             0.3770              760.2942           
247.1471            15.0000             11.2192             3408219.1662        0.2946              -0.7162             453.3484            -0.1673             0.3769              760.4282           
247.4474            15.0000             11.1964             3408196.4173        0.2946              -0.7162             452.3251            -0.1689             0.3767              760.5618           
247.7477            15.0000             11.1735             3408173.5092        0.2947              -0.7162             451.3058            -0.1704             0.3765              760.6951           
248.0480            15.0000             11.1504             3408150.4423        0.2947              -0.7162             450.2903            -0.1720             0.3763              760.8281           
248.3483            15.0000             11.1272             3408127.2166        0.2948              -0.7161             449.2788            -0.1736             0.3761              760.9607           
248.6486            15.0000             11.1038             3408103.8324        0.2948              -0.7161             448.2711            -0.1752             0.3759              761.0930           
248.9489            15.0000             11.0803             3408080.2899        0.2949              -0.7161             447.2673            -0.1768             0.3757              761.2249           
249.2492            15.0000             11.0566             3408056.5892        0.2949              -0.7161             446.2673            -0.1784             0.3756              761.3566           
249.5495            15.0000             11.0327             3408032.7305        0.2950              -0.7161             445.2710            -0.1800             0.3754              761.4879           
249.8498            15.0000             11.0087             3408008.7142        0.2950              -0.7161             444.2786            -0.1816             0.3752              761.6188           
250.1502            15.0000             10.9845             3407984.5403        0.2950              -0.7161             443.2899            -0.1832             0.3750              761.7495           
250.4505            15.0000             10.9602             3407960.2090        0.2951              -0.7160             442.3049            -0.1848             0.3748              761.8798           
250.7508            15.0000             10.9357             3407935.7207        0.2951              -0.7160             441.3235            -0.1864             0.3746              762.0097           
251.0511            15.0000             10.9111             3407911.0755        0.2952              -0.7160             440.3459            -0.1881             0.3744              762.1394           
251.3514            15.0000             10.8863             3407886.2736        0.2952              -0.7160             439.3718            -0.1897             0.3742              762.2687           
251.6517            15.0000             10.8613             3407861.3153        0.2953              -0.7160             438.4014            -0.1913             0.3741              762.3977           
251.9520            15.0000             10.8362             3407836.2008        0.2953              -0.7160             437.4345            -0.1930             0.3739              762.5264           
252.2523            15.0000             10.8109             3407810.9304        0.2954              -0.7160             436.4712            -0.1946             0.3737              762.6547           
252.5526            15.0000             10.7855             3407785.5042        0.2954              -0.7159             435.5114            -0.1963             0.3735              762.7828           
252.8529            15.0000             10.7599             3407759.9225        0.2955              -0.7159             434.5552            -0.1979             0.3733              762.9105           
253.1532            15.0000             10.7342             3407734.1856        0.2955              -0.7159             433.6024            -0.1996             0.3731              763.0379           
253.4535            15.0000             10.7083             3407708.2936        0.2956              -0.7159             432.6531            -0.2012             0.3729              763.1649           
253.7538            15.0000             10.6822             3407682.2470        0.2956              -0.7159             431.7072            -0.2029             0.3727              763.2917           
254.0541            15.0000             10.6560             3407656.0458        0.2957              -0.7159             430.7647            -0.2046             0.3725              763.4181           
254.3544            15.0000             10.6297             3407629.6905        0.2957              -0.7159             429.8256            -0.2062             0.3723              763.5442           
254.6547            15.0000             10.6032             3407603.1812        0.2957              -0.7158             428.8898            -0.2079             0.3721              763.6700           
254.9550            15.0000             10.5765             3407576.5182        0.2958              -0.7158             427.9574            -0.2096             0.3720              763.7955           
255.2553            15.0000             10.5497             3407549.7018        0.2958              -0.7158             427.0283            -0.2113             0.3718              763.9206           
255.5556            15.0000             10.5227             3407522.7322        0.2959              -0.7158             426.1025            -0.2130             0.3716              764.0455           
255.8559            15.0000             10.4956             3407495.6098        0.2959              -0.7158             425.1799            -0.2147             0.3714              764.1700           
256.1562            15.0000             10.4683             3407468.3348        0.2960              -0.7158             424.2606            -0.2164             0.3712              764.2942           
256.4565            15.0000             10.4409             3407440.9075        0.2960              -0.7158             423.3445            -0.2181             0.3710              764.4181           
256.7568            15.0000             10.4133             3407413.3282        0.2961              -0.7158             422.4316            -0.2198             0.3708              764.5417           
257.0571            15.0000             10.3856             3407385.5972        0.2961              -0.7157             421.5219            -0.2215             0.3706              764.6649           
257.3574            15.0000             10.3577             3407357.7148        0.2962              -0.7157             420.6153            -0.2232             0.3704              764.7879           
257.6577            15.0000             10.3297             3407329.6813        0.2962              -0.7157             419.7119            -0.2249             0.3702              764.9106           
257.9580            15.0000             10.3015             3407301.4970        0.2962              -0.7157             418.8116            -0.2266             0.3700              765.0329           
258.2583            15.0000             10.2732             3407273.1622        0.2963              -0.7157             417.9143            -0.2284             0.3698              765.1549           
258.5586            15.0000             10.2447             3407244.6772        0.2963              -0.7157             417.0201            -0.2301             0.3696              765.2766           
258.8589            15.0000             10.2160             3407216.0423        0.2964              -0.7157             416.1289            -0.2318             0.3694              765.3980           
259.1592            15.0000             10.1873             3407187.2579        0.2964              -0.7156             415.2408            -0.2336             0.3692              765.5191           
259.4595            15.0000             10.1583             3407158.3242        0.2965              -0.7156             414.3557            -0.2353             0.3690              765.6399           
259.7598            15.0000             10.1292             3407129.2416        0.2965              -0.7156             413.4735            -0.2370             0.3688              765.7604           
260.0601            15.0000             10.1000             3407100.0105        0.2966              -0.7156             412.5943            -0.2388             0.3686              765.8806           
260.3604            15.0000             10.0706             3407070.6311        0.2966              -0.7156             411.7180            -0.2405             0.3684              766.0005           
260.6607            15.0000             10.0411             3407041.1039        0.2966              -0.7156             410.8446            -0.2423             0.3682              766.1201           
260.9610            15.0000             10.0114             3407011.4290        0.2967              -0.7156             409.9741            -0.2440             0.3680              766.2393           
261.2613            15.0000             9.9816              3406981.6069        0.2967              -0.7156             409.1065            -0.2458             0.3678              766.3583           
261.5616            15.0000             9.9516              3406951.6380        0.2968              -0.7155             408.2417            -0.2476             0.3676              766.4770           
261.8619            15.0000             9.9215              3406921.5225        0.2968              -0.7155             407.3798            -0.2493             0.3674              766.5953           
262.1622            15.0000             9.8913              3406891.2609        0.2969              -0.7155             406.5206            -0.2511             0.3672              766.7134           
262.4625            15.0000             9.8609              3406860.8535        0.2969              -0.7155             405.6643            -0.2529             0.3670              766.8311           
262.7628            15.0000             9.8303              3406830.3006        0.2969              -0.7155             404.8107            -0.2547             0.3668              766.9486           
263.0631            15.0000             9.7996              3406799.6026        0.2970              -0.7155             403.9598            -0.2565             0.3666              767.0657           
263.3634            15.0000             9.7688              3406768.7599        0.2970              -0.7155             403.1117            -0.2582             0.3664              767.1826           
263.6637            15.0000             9.7378              3406737.7729        0.2971              -0.7155             402.2663            -0.2600             0.3662              767.2991           
263.9640            15.0000             9.7066              3406706.6419        0.2971              -0.7154             401.4236            -0.2618             0.3660              767.4154           
264.2643            15.0000             9.6754              3406675.3673        0.2972              -0.7154             400.5835            -0.2636             0.3658              767.5314           
264.5646            15.0000             9.6439              3406643.9495        0.2972              -0.7154             399.7461            -0.2654             0.3656              767.6470           
264.8649            15.0000             9.6124              3406612.3889        0.2972              -0.7154             398.9113            -0.2672             0.3654              767.7624           
265.1652            15.0000             9.5807              3406580.6858        0.2973              -0.7154             398.0791            -0.2690             0.3652              767.8775           
265.4655            15.0000             9.5488              3406548.8407        0.2973              -0.7154             397.2495            -0.2708             0.3650              767.9922           
265.7658            15.0000             9.5169              3406516.8540        0.2974              -0.7154             396.4225            -0.2727             0.3648              768.1067           
266.0661            15.0000             9.4847              3406484.7260        0.2974              -0.7154             395.5980            -0.2745             0.3646              768.2209           
266.3664            15.0000             9.4525              3406452.4572        0.2974              -0.7153             394.7761            -0.2763             0.3644              768.3348           
266.6667            15.0000             9.4200              3406420.0479        0.2975              -0.7153             393.9566            -0.2781             0.3641              768.4484           
266.9670            15.0000             9.3875              3406387.4986        0.2975              -0.7153             393.1397            -0.2799             0.3639              768.5617           
267.2673            15.0000             9.3548              3406354.8097        0.2976              -0.7153             392.3252            -0.2818             0.3637              768.6747           
267.5676            15.0000             9.3220              3406321.9816        0.2976              -0.7153             391.5132            -0.2836             0.3635              768.7874           
267.8679            15.0000             9.2890              3406289.0147        0.2977              -0.7153             390.7036            -0.2854             0.3633              768.8998           
268.1682            15.0000             9.2559              3406255.9095        0.2977              -0.7153             389.8964            -0.2873             0.3631              769.0119           
268.4685            15.0000             9.2227              3406222.6663        0.2977              -0.7153             389.0917            -0.2891             0.3629              769.1238           
268.7688            15.0000             9.1893              3406189.2857        0.2978              -0.7153             388.2893            -0.2910             0.3627              769.2353           
269.0691            15.0000             9.1558              3406155.7680        0.2978              -0.7152             387.4892            -0.2928             0.3625              769.3466           
269.3694            15.0000             9.1221              3406122.1136        0.2979              -0.7152             386.6916            -0.2946             0.3622              769.4575           
269.6697            15.0000             9.0883              3406088.3231        0.2979              -0.7152             385.8962            -0.2965             0.3620              769.5682           
269.9700            15.0000             9.0544              3406054.3968        0.2979              -0.7152             385.1032            -0.2984             0.3618              769.6786           
270.2703            15.0000             9.0203              3406020.3352        0.2980              -0.7152             384.3124            -0.3002             0.3616              769.7887           
270.5706            15.0000             8.9861              3405986.1388        0.2980              -0.7152             383.5239            -0.3021             0.3614              769.8985           
270.8709            15.0000             8.9518              3405951.8080        0.2981              -0.7152             382.7377            -0.3039             0.3612              770.0080           
271.1712            15.0000             8.9173              3405917.3432        0.2981              -0.7152             381.9537            -0.3058             0.3609              770.1173           
271.4715            15.0000             8.8827              3405882.7450        0.2981              -0.7152             381.1719            -0.3077             0.3607              770.2262           
271.7718            15.0000             8.8480              3405848.0138        0.2982              -0.7151             380.3923            -0.3095             0.3605              770.3349           
272.0721            15.0000             8.8131              3405813.1500        0.2982              -0.7151             379.6150            -0.3114             0.3603              770.4433           
272.3724            15.0000             8.7782              3405778.1541        0.2983              -0.7151             378.8397            -0.3133             0.3601              770.5513           
272.6727            15.0000             8.7430              3405743.0267        0.2983              -0.7151             378.0667            -0.3152             0.3598              770.6592           
272.9730            15.0000             8.7078              3405707.7681        0.2983              -0.7151             377.2957            -0.3171             0.3596              770.7667           
273.2733            15.0000             8.6724              3405672.3788        0.2984              -0.7151             376.5269            -0.3189             0.3594              770.8739           
273.5736            15.0000             8.6369              3405636.8594        0.2984              -0.7151             375.7602            -0.3208             0.3592              770.9809           
273.8739            15.0000             8.6012              3405601.2104        0.2984              -0.7151             374.9956            -0.3227             0.3590              771.0875           
274.1742            15.0000             8.5654              3405565.4321        0.2985              -0.7151             374.2330            -0.3246             0.3587              771.1939           
274.4745            15.0000             8.5295              3405529.5252        0.2985              -0.7150             373.4725            -0.3265             0.3585              771.3000           
274.7748            15.0000             8.4935              3405493.4900        0.2986              -0.7150             372.7140            -0.3284             0.3583              771.4059           
275.0751            15.0000             8.4573              3405457.3271        0.2986              -0.7150             371.9575            -0.3303             0.3581              771.5114           
275.3754            15.0000             8.4210              3405421.0371        0.2986              -0.7150             371.2030            -0.3322             0.3578              771.6166           
275.6757            15.0000             8.3846              3405384.6204        0.2987              -0.7150             370.4505            -0.3341             0.3576              771.7216           
275.9760            15.0000             8.3481              3405348.0775        0.2987              -0.7150             369.7000            -0.3360             0.3574              771.8263           
276.2763            15.0000             8.3114              3405311.4089        0.2988              -0.7150             368.9514            -0.3379             0.3571              771.9307           
276.5766            15.0000             8.2746              3405274.6151        0.2988              -0.7150             368.2048            -0.3398             0.3569              772.0349           
276.8769            15.0000             8.2377              3405237.6967        0.2988              -0.7150             367.4601            -0.3417             0.3567              772.1387           
277.1772            15.0000             8.2007              3405200.6543        0.2989              -0.7149             366.7173            -0.3437             0.3565              772.2423           
277.4775            15.0000             8.1635              3405163.4882        0.2989              -0.7149             365.9763            -0.3456             0.3562              772.3456           
277.7778            15.0000             8.1262              3405126.1990        0.2989              -0.7149             365.2373            -0.3475             0.3560              772.4486           
278.0781            15.0000             8.0888              3405088.7874        0.2990              -0.7149             364.5001            -0.3494             0.3558              772.5514           
278.3784            15.0000             8.0513              3405051.2537        0.2990              -0.7149             363.7647            -0.3513             0.3555              772.6538           
278.6787            15.0000             8.0136              3405013.5986        0.2991              -0.7149             363.0312            -0.3533             0.3553              772.7560           
278.9790            15.0000             7.9758              3404975.8225        0.2991              -0.7149             362.2994            -0.3552             0.3550              772.8579           
279.2793            15.0000             7.9379              3404937.9261        0.2991              -0.7149             361.5695            -0.3571             0.3548              772.9595           
279.5796            15.0000             7.8999              3404899.9099        0.2992              -0.7149             360.8413            -0.3590             0.3546              773.0609           
279.8799            15.0000             7.8618              3404861.7743        0.2992              -0.7148             360.1149            -0.3610             0.3543              773.1620           
280.1802            15.0000             7.8235              3404823.5201        0.2992              -0.7148             359.3903            -0.3629             0.3541              773.2628           
280.4805            15.0000             7.7851              3404785.1477        0.2993              -0.7148             358.6674            -0.3649             0.3539              773.3633           
280.7808            15.0000             7.7467              3404746.6576        0.2993              -0.7148             357.9462            -0.3668             0.3536              773.4636           
281.0811            15.0000             7.7081              3404708.0505        0.2994              -0.7148             357.2267            -0.3687             0.3534              773.5635           
281.3814            15.0000             7.6693              3404669.3269        0.2994              -0.7148             356.5088            -0.3707             0.3531              773.6632           
281.6817            15.0000             7.6305              3404630.4874        0.2994              -0.7148             355.7927            -0.3726             0.3529              773.7627           
281.9820            15.0000             7.5915              3404591.5326        0.2995              -0.7148             355.0782            -0.3746             0.3526              773.8618           
282.2823            15.0000             7.5525              3404552.4630        0.2995              -0.7148             354.3654            -0.3765             0.3524              773.9607           
282.5826            15.0000             7.5133              3404513.2792        0.2995              -0.7148             353.6542            -0.3785             0.3521              774.0593           
282.8829            15.0000             7.4740              3404473.9817        0.2996              -0.7147             352.9446            -0.3804             0.3519              774.1576           
283.1832            15.0000             7.4346              3404434.5712        0.2996              -0.7147             352.2366            -0.3824             0.3517              774.2557           
283.4835            15.0000             7.3950              3404395.0483        0.2996              -0.7147             351.5301            -0.3843             0.3514              774.3535           
283.7838            15.0000             7.3554              3404355.4135        0.2997              -0.7147             350.8253            -0.3863             0.3512              774.4510           
284.0841            15.0000             7.3157              3404315.6675        0.2997              -0.7147             350.1220            -0.3882             0.3509              774.5482           
284.3844            15.0000             7.2758              3404275.8107        0.2997              -0.7147             349.4203            -0.3902             0.3507              774.6452           
284.6847            15.0000             7.2358              3404235.8439        0.2998              -0.7147             348.7200            -0.3921             0.3504              774.7419           
284.9850            15.0000             7.1958              3404195.7676        0.2998              -0.7147             348.0213            -0.3941             0.3501              774.8383           
285.2853            15.0000             7.1556              3404155.5824        0.2999              -0.7147             347.3241            -0.3961             0.3499              774.9345           
285.5856            15.0000             7.1153              3404115.2889        0.2999              -0.7147             346.6284            -0.3980             0.3496              775.0304           
285.8859            15.0000             7.0749              3404074.8878        0.2999              -0.7147             345.9342            -0.4000             0.3494              775.1260           
286.1862            15.0000             7.0344              3404034.3796        0.3000              -0.7146             345.2414            -0.4020             0.3491              775.2214           
286.4865            15.0000             6.9938              3403993.7649        0.3000              -0.7146             344.5500            -0.4039             0.3489              775.3164           
286.7868            15.0000             6.9530              3403953.0445        0.3000              -0.7146             343.8601            -0.4059             0.3486              775.4112           
287.0871            15.0000             6.9122              3403912.2188        0.3001              -0.7146             343.1716            -0.4079             0.3483              775.5058           
287.3874            15.0000             6.8713              3403871.2885        0.3001              -0.7146             342.4845            -0.4099             0.3481              775.6001           
287.6877            15.0000             6.8303              3403830.2543        0.3001              -0.7146             341.7989            -0.4118             0.3478              775.6941           
287.9880            15.0000             6.7891              3403789.1167        0.3002              -0.7146             341.1145            -0.4138             0.3476              775.7878           
288.2883            15.0000             6.7479              3403747.8765        0.3002              -0.7146             340.4316            -0.4158             0.3473              775.8813           
288.5886            15.0000             6.7065              3403706.5341        0.3002              -0.7146             339.7500            -0.4178             0.3470              775.9745           
288.8889            15.0000             6.6651              3403665.0903        0.3003              -0.7146             339.0697            -0.4197             0.3468              776.0674           
289.1892            15.0000             6.6235              3403623.5457        0.3003              -0.7145             338.3908            -0.4217             0.3465              776.1601           
289.4895            15.0000             6.5819              3403581.9010        0.3003              -0.7145             337.7132            -0.4237             0.3462              776.2525           
289.7898            15.0000             6.5402              3403540.1567        0.3004              -0.7145             337.0369            -0.4257             0.3460              776.3446           
290.0901            15.0000             6.4983              3403498.3135        0.3004              -0.7145             336.3619            -0.4277             0.3457              776.4365           
290.3904            15.0000             6.4564              3403456.3721        0.3004              -0.7145             335.6881            -0.4296             0.3454              776.5281           
290.6907            15.0000             6.4143              3403414.3332        0.3005              -0.7145             335.0156            -0.4316             0.3452              776.6194           
290.9910            15.0000             6.3722              3403372.1973        0.3005              -0.7145             334.3444            -0.4336             0.3449              776.7105           
